title,description,url
Harry Scott Smith Scholarship Fund,"  You can help with the Harry Scott Smith Scholarship If you would like to support this scholarship but have more questions, please download this brochure or contact Mark Hoddle by email (mark.hoddle@ucr.edu) or by phone (951) 827-4714. A tax-deductible donation can be made online, here. ",https://biocontrol.ucr.edu/harry-scott-smith-scholarship-fund
Administrative Team,*/,https://statistics.ucr.edu/people/administration
UCR Magazine,"Published quarterly by UC Riverside’s University Relations team, UCR Magazine keeps alumni, friends, and community members connected with America’s fastest rising university.",https://news.ucr.edu/ucr-magazine
Center for Conservation Biology,College of Natural & Agricultural Sciences,https://ccb.ucr.edu/
Nanofabrication Facility,We Engineer Excellence,https://www.cnse.ucr.edu/
Faculty,*/ /*-->*/,https://statistics.ucr.edu/people/faculty
$3 million grant aims to prolong life for dialysis patients,The five-year survival rate for people on dialysis is under 50 percent. University of California researchers are hoping to improve that prognosis. ,https://news.ucr.edu/articles/2021/06/01/3-million-grant-aims-prolong-life-dialysis-patients
Intellectual Property Protection & Licensing,"We work with faculty, students and staff on the invention disclosure process to preserve the ability for patent protection before publishing or presenting any research. UCR transfers its developed technologies through the education of students, publication of research, and the development of inventions which are transformed by the commercial marketplace into products and services that are available to the public.",https://ucrotp.ucr.edu/programs-services/intellectual-property-protection-licensing
Simple experiment explains magnetic resonance,UC Riverside physics students design a table-top experiment for the classroom,https://news.ucr.edu/articles/2019/12/05/simple-experiment-explains-magnetic-resonance
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/igorb
Center for Catalysis,College of Natural & Agricultural Sciences,https://catalysis.ucr.edu/
Cosmic Thursdays Public Lecture,"Cosmic Thursdays is a series of free, public lectures on astronomy. The lectures are designed with the general public in mind, and are fun, easy to understand, and engaging.   Do you know that…",https://bigdata.ucr.edu/fields/mc-events/cosmic-thursdays-public-lecture-2/
Researchers devise tunable conducting edge,Technology reported in UC Riverside-led study has nanoelectronic applications,https://news.ucr.edu/articles/2022/09/06/researchers-devise-tunable-conducting-edge
Department of Physics & Astronomy,College of Natural & Agricultural Sciences,https://www.physics.ucr.edu/
XPS Analytical Facility,Kratos XPS Analytical Facility  ,https://zaeralab.ucr.edu/xps-analytical-facility-0
Analytical Chemistry Instrumentation Facility,Department of Chemistry,https://acif.ucr.edu/
Scientists image conducting edges in a promising 2-D material,Experimental study done at UC Riverside and University of Washington on monolayer tungsten ditelluride could lead to more energy-efficient electronic devices,https://news.ucr.edu/articles/2019/02/08/scientists-image-conducting-edges-promising-2-d-material
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/yongtaoc
AMO @ UCR,Professor of Artificial Intelligence,https://amo.ucr.edu
Particle Theory,"
We actively solicit proposals for the following programs to support a postdoctoral fellowship with our group. Please reach out to one of our faculty to discuss sponsoring an application.
UC President's Postdoctoral Fellowship ProgramDue in November, letters required from UCR host.
NSF MPS",https://theory.ucr.edu/
Publication of Results,"If a manuscript or scientific presentation includes intellectual work by the ACIF X-ray crystallographer (for example if geometrical parameters are discussed and an ellipsoid plot is shown) then co-authorship is requested and the crystallographer should be involved in the manuscript preparation.  Please be sure to include the following instrument funding acknowledgement in any publication resulting from data collected on the Bruker D8 Venture diffractometer: ""This material is based upon work supported by the National Science Foundation under Award No. 1919677.""",https://acif.ucr.edu/x-ray/publication-results
Cosmic Thursdays Public Lecture,"Comsmic Thursdays a series of free, public lectures on astronomy. The lectures are designed with the general public in mind, and are fun, easy to understand, and engaging.   Today’s lect…",https://bigdata.ucr.edu/fields/mc-events/cosmic-thursdays-public-lecture/
What to Expect - Visitors,"Visitors on Campus If you are not a UC Riverside student or employee, please connect with your university point of contact for specific health and safety precautions that should be taken before coming to campus.  ",https://campusreturn.ucr.edu/visitors
Physics & Astronomy 50th Anniversary Celebration, ,https://cnas.ucr.edu/phys50th
MacREU R'Side,Are you ready?,https://macreu.ucr.edu/
Discover UCR Fall Preview 2022, ,https://connect.ucr.edu/register/form?id=0f5bb287-7979-4d3d-b6ea-4120b7844d77
AMO @ UCR,Professor of Artificial Intelligence,https://amo.ucr.edu:443/
Chemistry & Physics and Astronomy,I machine therefore I am.,https://cnasshop.ucr.edu/
Department of Chemistry,College of Natural & Agricultural Sciences,https://chem.ucr.edu/
Massive Mexican earthquakes warn Southern Californians ,"A pair of massive earthquakes in Mexico has some in Southern California on edge, wondering whether the Golden State is next. UC Riverside seismologist Abhijit Ghosh weighs in on the likelihood of more shakers, and how to prepare for them.",https://news.ucr.edu/articles/2022/09/26/massive-mexican-earthquakes-warn-southern-californians
"After wildfires, do microbes exhale potent greenhouse gas?",Laughing gas is no laughing matter — nitrous oxide is a greenhouse gas with 300 times the warming potential of carbon dioxide. Scientists are racing to learn whether microorganisms send more of it into the atmosphere after wildfires.,https://news.ucr.edu/articles/2022/09/28/after-wildfires-do-microbes-exhale-potent-greenhouse-gas
Coronavirus formation is successfully modeled,UC Riverside study could inform the design of effective drugs to fight SARS-CoV-2 and other coronaviruses,https://news.ucr.edu/articles/2022/10/03/coronavirus-formation-successfully-modeled
UCR Magazine Fall 2019,hdfghdfhdfh,https://ucrmagazinearchive.ucr.edu/fall-2019
"Diversity, Equity & Inclusion","The diversity of the people of California has been the source of innovative ideas and creative accomplishments throughout the state’s history into the present. Diversity of backgrounds and experiences makes our community and our science stronger. We embrace diversity across race, ethnicity, gender identity, sexual orientation, national origin, veteran status, religion, disability, socioeconomic background, political affiliation, ability status, marital status, and the span of personal realities to which individuals may identify.",https://chem.ucr.edu/diversity-equity-inclusion
Laughing gas in space could mean life,Scientists at UC Riverside are suggesting something is missing from the typical roster of chemicals that astrobiologists use to search for life on planets around other stars — laughing gas.,https://news.ucr.edu/articles/2022/10/04/laughing-gas-space-could-mean-life
Creating a diverse educational pipeline in microelectronics,"Scientists at UC Riverside and UC Irvine have received funding of $5 million from the U.S. Department of Energy, or DOE, to team up with Sandia National Laboratory in Albuquerque, New Mexico, in building a diverse educational pipeline in the field of microelectronics — a priority for industry and government. Of this amount, nearly $4 million is allocated to UC Riverside.",https://news.ucr.edu/articles/2022/11/14/creating-diverse-educational-pipeline-microelectronics
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/royaz
GEQSL - Ghosh Earthquake Seismology Lab,"We study earthquakes using mainly seismology. We record and analyze seismograms (record of ground vibrations produced by earthquakes) to better understand the physics of earthquakes and processes that control them. We work on large, damaging subduction plate boundary earthquakes to tiny local earthquakes. We are interested in better characterizing and understanding a broad spectrum of slip that we observe.",https://faculty.ucr.edu/~aghosh/old-home.html
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/bartels
[Canceled] UCR Youth Camp,The UCR Astronomy graduate students will be presenting hands-on activities at the UCR Youth Camp. Multiple sessions are scheduled for students ranging from 5 to 15 years old.,https://bigdata.ucr.edu/fields/mc-events/canceled-ucr-youth-camp/
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/cybart
Alumni Roll Call Highlights,"Thanks to the promotional efforts of dozens of campus and volunteer partners, more than 8,600 UC Riverside alumni and University Extension certificate holders took part in the February 2020 Alumni Roll Call. This robust response from our extended Highlander family exceeded all expectations. It illustrates a strong, cross-generational affiliation with, and enthusiastic support for UCR's dynamic, fast-growing campus community.   Missed your chance to take our survey and update your contact information?  We still want to hear from you! ",https://alumni.ucr.edu/rollcall
MEMENCYS,Educating the Next Generation of Scientists and Engineers to Support National Nuclear Security,https://memencys.ucr.edu/
CAFE,Advancing science while having fun,https://cafe.ucr.edu/
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/cutler
National Academy of Inventors recognizes four UCR professors,"The National Academy of Inventors, or NAI, has bestowed its top honors on four professors from the University of California, Riverside.",https://insideucr.ucr.edu/awards/2022/02/11/national-academy-inventors-recognizes-four-ucr-professors
Human Resources,Helping employees maximize their potential,https://hr.ucr.edu/
Alternative Earths Astrobiology Center,Department of Earth & Planetary Sciences,https://altearths.ucr.edu/
How mountain streams signal climate change,"A new tool designed by UC Riverside researchers can better assess an overlooked indicator of global warming: the variety of bugs, worms, and snails living in high mountain streams. ",https://news.ucr.edu/articles/2022/04/07/how-mountain-streams-signal-climate-change
"With dwindling water supplies, the timing of rainfall matters ","A new UC Riverside study shows it’s not how much extra water you give your plants, but when you give it that counts. ",https://news.ucr.edu/articles/2022/04/18/dwindling-water-supplies-timing-rainfall-matters
Center for Integrative Bee Research (CIBER),Safeguarding Bees,https://ciber.ucr.edu/
"University of California, Riverside",UC Riverside is the nation’s leader for social mobility with a diverse & inclusive community pioneering research with impacts around the globe.,https://www.ucr.edu/
Meet the forest microbes that can survive megafires,New UC Riverside research shows fungi and bacteria able to survive redwood tanoak forest megafires are microbial “cousins” that often increase in abundance after feeling the flames.,https://news.ucr.edu/articles/2022/04/25/meet-forest-microbes-can-survive-megafires
New technology offers fighting chance against grapevine killer,"Scientists at UC Riverside have a shot at eradicating a deadly threat to vineyards posed by the glassy-winged sharpshooter, just as its resistance to insecticide has been growing.",https://news.ucr.edu/articles/2022/05/03/new-technology-offers-fighting-chance-against-grapevine-killer
Assistant Professor in Plant Community Ecology,"University of California, Riverside is hiring. Apply now!",https://aprecruit.ucr.edu/JPF01680
Cosmic Thursdays Public Lecture,"Cosmic Thursdays is a series of free, public lectures on astronomy. The lectures are designed with the general public in mind, and are fun, easy to understand, and engaging.   Did you know the…",https://bigdata.ucr.edu/fields/mc-events/cosmic-thursdays-public-lecture-3/
Science Olympiad,*/ /*-->*/ Highlander Science Olympiad Invitational The 2023 Highlander Invitational Tournament has concluded. You can watch the Awards Ceremony below.,https://scioly.ucr.edu/science-olympiad
Field Spray Information,Date scheduled Date completed Field REI (days)    ,https://agops.ucr.edu/field-spray-information
Sakshi Nikte,Sakshi Nikte  ,https://scienceambassadors.ucr.edu/sakshi-nikte
Karanvir Singh,Karanvir Singh  ,https://scienceambassadors.ucr.edu/karanvir-singh
Christie Montejano Aquino,Christie Montejano Aquino  ,https://scienceambassadors.ucr.edu/christie-montejano-aquino
Russel Angelo Arevalo,Russel Angelo Arevalo   ,https://scienceambassadors.ucr.edu/russel-angelo-arevalo
Summer 2017 Issue,"UCR: The Magazine of the University of California, Riverside",https://magazinearchive.ucr.edu/
Linlin Liu,Linlin Liu  ,https://scienceambassadors.ucr.edu/linlin-liu
Dominique Hemedez,Dominique (Domo) Hemedez  ,https://scienceambassadors.ucr.edu/dominique-hemedez
Anastasia Farronan,Anastasia Farronan  ,https://scienceambassadors.ucr.edu/anastasia-farronan
Jorg Galang,Jorg Galang Co-President  ,https://scienceambassadors.ucr.edu/jorg-galang
Syreze San Andres,Syreze San Andres  ,https://scienceambassadors.ucr.edu/syreze-san-andres
Kevin Quach,Kevin Quach  ,https://scienceambassadors.ucr.edu/kevin-quach
Ashley Trinidad,Ashley Trinidad Vice President of Mentoring and Professional Development  ,https://scienceambassadors.ucr.edu/ashley-trinidad
UCR Magazine Archive,The official magazine archives of the UC Riverside Magazine,https://magazinearchive.ucr.edu:443/archives.html
Maeve-Darly Domond,Maeve-Darly Domond Vice President of Community Building  ,https://scienceambassadors.ucr.edu/maeve-darly-domond
Patricia B. Sanchez,Patricia B. Sanchez  ,https://scienceambassadors.ucr.edu/patricia-b-sanchez
Chancellor's Research Fellowship,"UCR Chancellor's Research Fellowship ( CRF), UCR CRF",https://engage.ucr.edu/research/chancellor_fellowship
Madeleine Haddad,Madeleine Haddad Vice President of Media and Communications  ,https://scienceambassadors.ucr.edu/madeleine-haddad
UCR Health Clinical & Administrative Program (CAP),"The UCR Health Clinical & Administrative Program is an internship for pre-health students looking for a combination of clinical and administrative experience. Ideal candidates are professional, reliable, punctual and have an interest in healthcare.",https://medschool.ucr.edu/ucr-health-cap
Cosmic Thursdays Public Lecture,"Cosmic Thursdays is a series of free, public lectures on astronomy. The lectures are designed with the general public in mind, and are fun, easy to understand, and engaging.   The current sear…",https://bigdata.ucr.edu/fields/mc-events/cosmic-thursdays-public-lecture-4/
Thaniya Shankar,Thaniya Shankar Co-President  ,https://scienceambassadors.ucr.edu/thaniya-shankar
Little EINSTEINs,"Little EINSTEINs Project Leaders: Nathaniel Co, Patricia Sanchez, Alejandra Calvo, Erica Garcia Silva, and Kevin Quach",https://scienceambassadors.ucr.edu/activities/little-einsteins
10th Anniversary Gala & Education Building II Grand Opening,Celebrating 10 Years of the UCR School of Medicine,https://somgala.ucr.edu/
Summer 2017 Issue,"UCR: The Magazine of the University of California, Riverside",https://magazinearchive.ucr.edu/
 - HighlanderLink,"Discover unique opportunities at HighlanderLink! Find and attend events, browse and join organizations, and showcase your involvement.",https://highlanderlink.ucr.edu/organization/sacnas
 - HighlanderLink,"Discover unique opportunities at HighlanderLink! Find and attend events, browse and join organizations, and showcase your involvement.",https://highlanderlink.ucr.edu/organization/csf
 - HighlanderLink,"Discover unique opportunities at HighlanderLink! Find and attend events, browse and join organizations, and showcase your involvement.",https://highlanderlink.ucr.edu/organization/littleeinsteins
Highlander Abroad Advisory Committee,"*/ /*-->*/ The Highlander Abroad Advisory Committee (HAAC) decides how the HAR funds should be allocated. Members work closely with Education Abroad office, voting for budget plan proposals that will best serve UCR’s student body.",https://international.ucr.edu/abroad/haf/committee
Asian American shootings: This is ‘not an exception’ and other issues that need to be discussed,"Farm working, mental health, and social and cultural barriers that some Asian American communities face.",https://news.ucr.edu/articles/2023/01/25/asian-american-shootings-not-exception-and-other-issues-need-be-discussed
Research Opportunities,"While the mission of the School of Medicine is, in large part, tied to improving access and standards of care, it is also compatible with the research mission of the University of California. Our faculty members are conducting world-class research in a broad variety of areas, which provides our medical students with exciting opportunities throughout their educational experience.",https://somsa.ucr.edu/research-opportunities
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/toshiay
Research Schedule,"MS1-MS3: Practice Improvement Projects (PIP) During years 1 through 3, students are expected to participate in Practice Improvement Projects (PIP) as part of the Longitudinal Ambulatory Care Experience. In this required component of the undergraduate medical curriculum, students can propose and test experimental approaches to improving clinical practice and care in an actual clinical ambulatory care setting. In the third year, students are also encouraged to write up these research studies for publication.",https://somsa.ucr.edu/research-schedule
Dean's Research Innovation Grants,"The School of Medicine's Dean's Research Innovation Grants are designed to promote clinically-relevant research by medical students, residents, fellows, and junior clinical faculty in the School of Medicine. The grants will award up to five grants per year for up to $10,000 per award (final annual approvals are subject to change based on available funding).",https://somresearch.ucr.edu/deans-research-innovation-grants
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/cpark020
School of Medicine Faculty Development,Transforming Teaching to Generate Student Success,https://facdev.ucr.edu/
MS4 Research Rotations,"The information on this page will assist you in planning for your research rotation and help to make it a rewarding experience. If you have additional questions or need clarification, please contact Kathleen Witty or Senior Associate Dean for Research David Lo.",https://somsa.ucr.edu/ms4-research-rotations
Program in Medical Education (PRIME),"The Program in Medical Education (PRIME) is designed to produce physicians who are specifically trained to address the healthcare needs of the African, Black, and Caribbean (ABC) communities of Inland Southern California. ",https://ume.ucr.edu/prime
Cosmic Thursdays Public Lecture,"Cosmic Thursdays is a series of free, public lectures on astronomy. The lectures are designed with the general public in mind, and are fun, easy to understand, and engaging.   The lecture abst…",https://bigdata.ucr.edu/fields/mc-events/cosmic-thursdays-public-lecture-5/
Thomas Haider Early Assurance Program,"The Early Assurance Program (EAP) is a unique portal into the UC Riverside School of Medicine's Thomas Haider Program. It provides qualified, ""mission-fit"" UC Riverside undergraduate students or recent graduates with a guaranteed seat in a future UCR School of Medicine class. Admitted EAP students enter the School of Medicine one year after selection. Applicants must demonstrate strong academic ability, significant clinical and volunteer experience, and a demonstrated commitment to practice medicine in Inland Southern California.",https://somsa.ucr.edu/thomas-haider-early-assurance-program
Core Competencies and Educational Program Objectives,"University of California, Riverside School of Medicine Educational Program Objectives Medical students eligible for graduation from the University of California, Riverside School of Medicine will have demonstrated to the faculty their competence in each of the following objectives:",https://ume.ucr.edu/competencies_objectives
Longitudinal Ambulatory Care Experience (LACE),"An Active, Ongoing Clinical Experience The LACE program replaces the traditional “shadowing” preceptorship with a program that emphasizes continuity and progressive learning across a three-year span.",https://ume.ucr.edu/longitudinal-ambulatory-care-experience-lace
Program in Medical Education (PRIME),"The UC RIverside School of Medicine's Program in Medical Education (PRIME) is designed to produce physicians who are specifically trained to address the healthcare needs of the African, Black, and Caribbean (ABC) communities of Inland Southern California.",https://somsa.ucr.edu/prime
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/acard001
SISTERS,"  SISTERS Project Leaders: Shloka Homa, Maeve-Darly Domond, Allegra Skyy  ",https://scienceambassadors.ucr.edu/activities/sisters
 - HighlanderLink,"Discover unique opportunities at HighlanderLink! Find and attend events, browse and join organizations, and showcase your involvement.",https://highlanderlink.ucr.edu/organization/sisters
Cosmic Thursdays Public Lecture,"Cosmic Thursdays is a series of free, public lectures on astronomy. The lectures are designed with the general public in mind, and are fun, easy to understand, and engaging.   The Milky Way is…",https://bigdata.ucr.edu/fields/mc-events/cosmic-thursdays-public-lecture-6/
Campus Life,"Located in the 10th most populous county in the United States and California’s fastest-growing region, UC Riverside has much to offer. Its diverse, inclusive, and globally focused community reflects California’s many cultures and perspectives. As a member of the world’s most prestigious public university system, we offer our students a premier educational experience. UC Riverside ranked as a Top 10 public university in the U.S. — and America’s most transformative public university — by Money Magazine in 2020. But what makes us great goes far beyond our academic rigor and rankings. There are countless ways to get involved and inspired at UC Riverside. We’re home to a thriving arts community, one-of-a-kind campus events, inspiring lecture series, and more than 450 student organizations.",http://web.archive.org/web/20220528225521/https://www.ucr.edu/campus-life
Terms and Conditions of Use,"Please Read These Terms and Conditions of Use Carefully Before Using This Site By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20220516012022/https://www.ucr.edu/terms.html
Public Viewing of Mercury Transit,"We will be able to see Mercury passing in front of the Sun this November! Come join us to observe Mercury through telescopes, and learn about its properties via hands-on activities! Don’t wai…",https://bigdata.ucr.edu/fields/mc-events/public-viewing-of-mercury-transit/
Benefits of Belonging,  Human Resources Benefits UC Riverside offers a comprehensive and competitive array of benefit choices. Employment benefits are an important part of your compensation package.,http://web.archive.org/web/20220519060507/https://hr.ucr.edu/total-compensation/benefits-belonging
UCR Youth Camp,The UCR Astronomy graduate students will be presenting hands-on activities at the UCR Youth Camp. Multiple sessions are scheduled for students ranging from 5 to 15 years old.,https://bigdata.ucr.edu/fields/mc-events/ucr-youth-camp/
Terms and Conditions of Use,"Please Read These Terms and Conditions of Use Carefully Before Using This Site By using this site and all other registered UCR web sites, referred to as ""these sites"", you agree to these terms of use. If you do not agree to these terms of use, please do not use this site.",http://web.archive.org/web/20220516012022/https://www.ucr.edu/terms.html
Staff Assembly,"Many Talents, One Mission",http://web.archive.org/web/20220513234259/https://staffassembly.ucr.edu/
Majors,UC Riverside helps turn passions into purposes. Find out which world-class college or major will help you reach your goals.,http://web.archive.org/web/20220516070854/https://admissions.ucr.edu/majors
Available Feeds,The following list are UCR's available feeds. These are RSS (Really Simple Syndication) feeds that allow for sharing and distributing web content. Readers can subscribe to our feeds.,http://web.archive.org/web/20220514004343/https://news.ucr.edu/feeds
Privacy Policy,"Policy The University of California, Riverside is committed to ensuring the privacy and accuracy of your confidential information to the extent possible, subject to provisions of state and federal law. Other than as required by laws that guarantee public access to certain types of information, or in response to subpoenas or other legal instruments that authorize access, personally-identifiable information is not actively shared. In particular, we do not re-distribute or sell personal information collected on our web servers.",http://web.archive.org/web/20220516012011/https://www.ucr.edu/privacy.html
