Worldfest Education Abroad Fair,UCR Education Abroad announces the annual Worldfest,https://international.ucr.edu/ia-news/2020/worldfest
Graduate Division,Promoting Graduate Education,https://graduate.ucr.edu/document/de-seas-degree-check-1021
Graduate Division,Promoting Graduate Education,https://graduate.ucr.edu/document/de-iiddegreecheckrev8-20pdf
Graduate Division,Promoting Graduate Education,https://graduate.ucr.edu/document/de-pbpl-1
Graduate Division,Promoting Graduate Education,https://graduate.ucr.edu/document/de-ce
Graduate Division,Promoting Graduate Education,https://graduate.ucr.edu/document/de-ched
Graduate Division,Promoting Graduate Education,https://graduate.ucr.edu/document/de-meis-1
Worldfest 2020,"Worldfest Education Abroad Fair Transform your professional future by learning abroad now. It can take up to a year to figure out what to study, where to go, and how to pay for it all, so begin your journey to career readiness with a week of events focused on everything related to education abroad.",https://international.ucr.edu/worldfest/2020
Graduate Division,Promoting Graduate Education,https://graduate.ucr.edu/document/de-mhh
Graduate Division,Promoting Graduate Education,https://graduate.ucr.edu/document/de-gers
Graduate Division,Promoting Graduate Education,https://graduate.ucr.edu/document/de-cmbndegreecheckrev8-20pdf
Graduate Division,Promoting Graduate Education,https://graduate.ucr.edu/document/de-ammp
Graduate Division,Promoting Graduate Education,https://graduate.ucr.edu/document/intercampus-exchange-petition-2019
Graduate Division,Promoting Graduate Education,https://graduate.ucr.edu/document/change-degree-objective-phd-masters
J-1 Scholars Pre-Departure,Application Process at UCR This document describes the specific application process for UCR J-1 scholars.   Application Requirements This webpage explains the documents required for a visa appointment in your home country in detail. The following is required upon arrival at UCR.,https://international.ucr.edu/scholars/pre-departure
H-1B Visa and Green Card,"H-1B Visa   Sponsorship The H-1B is a nonimmigrant classification used for the sponsorship of international faculty or staff who will be employed at UC Riverside. The H-1B visa is employer specific and position specific. Thus, employees must obtain a new H-1B visa approval for each new position and new employer. For more information, please visit the USCIS website.  ",https://international.ucr.edu/scholars/h-1b-green-card
Post Arrival for J-1 Scholars,  Check-in and Orientation You must check in with the International Students and Scholars Office as soon as you arrive at UCR. You and your dependents must also attend a mandatory J Orientation. Orientation sessions are typically the 2nd and final Wednesdays of the month (times vary).  ,https://international.ucr.edu/scholars/arrival
Prospective International Scholars,"Prospective International Scholars and Researchers   For Prospective Visiting Scholars and Researchers: You must be invited by an academic department or lab that will serve as your host. To learn about potential hosting opportunities, please directly contact the principal investigator (PI) you would like to work with through their department website. If you are extending an invitation with an academic department at UCR, you may begin the application process.  ",https://international.ucr.edu/scholars/prospective
International Students Programs and Activities,*/,https://international.ucr.edu/students/programs-and-activities
International Scholars,"*/ /*-->*/ International Scholars at UCR UCR is home to world-class faculty whose innovative research enriches California's bright future. We strive to infuse a global dimension into all areas of teaching, research, and engagement.",https://international.ucr.edu/scholars
Travel,"Traveling For International Students Riverside is a city in Riverside County, California, United States. It is part of the Greater Los Angeles area. It is located approximately 60 miles (97 km) east of Los Angeles. Named for our location beside the Santa Ana River, we are one of the largest cities in Inland Southern California.",https://international.ucr.edu/students/travel
New International Students,"Welcome New International Students Follow your dreams to sunny, Southern California! Wherever your journey started, you will find a home at the University of California, Riverside (UCR). There are a number of things you need to do to prepare for your start at UCR. Please see the list below for more information. Undergraduate students should also check their MyUCR account often. ",https://international.ucr.edu/students/new-students
Prospective International Students,"UC Riverside students take their place among the world’s academic elite and make meaningful contributions to our local and global communities. As a UCR student, you will learn from elite faculty, have the opportunity to participate in ground-breaking research, and have a full and engaging cultural experience living in Southern California.",https://international.ucr.edu/students/prospective
Education Abroad 60th Anniversary,"  For 60 years, Education Abroad at UCR has encouraged students to enhance their education and expand their worldview by experiencing life in another country or culture. This entertaining evening of awards, dinner, and cultural performances is a celebration of our past, present, and future:  ",https://international.ucr.edu/abroad/events/60th-anniversary
International Affairs,The World at UCR,https://international.ucr.edu/document/resource-links-california-franchise-tax-board
International Students,"*/ /*-->*/ International Students at UCR The International Students and Scholars office supports and promotes the success, wellness and personal growth of the international students and scholars through expert advising, intercultural programming, and advocacy.",https://international.ucr.edu/students
International Affairs,The World at UCR,https://international.ucr.edu/document/documents-request-form
International Affairs,The World at UCR,https://international.ucr.edu/document/presentation-slides-ca-state-taxes-workshop
Get Settled in Riverside,"*/ /*-->*/ Welcome to Riverside! The University of California, Riverside, is located in the northeastern part of the city. We also host the Riverside Sports Complex.",https://international.ucr.edu/students/get-settled-riverside
Get Started at UCR,"*/ /*-->*/ Getting Started at UCR Welcome to UCR! To help you adjust to life at the university and in the U.S., we have put some introductory material together such as transportation to UCR and new student check-list. At orientation, we will cover all of the information you need to get settled at UCR over the course of several workshops on campus.",https://international.ucr.edu/students/get-started-ucr
International Affairs,The World at UCR,https://international.ucr.edu/document/ucrapp2021
New International Students Frequently Asked Questions,"  The list below is a brief collection of the most frequently asked questions related to new student I-20s. If you have any other questions, please contact us by phone or email. International Affairs Main Office: +1 (951) 827-4113 International Students: internationalstudents@ucr.edu  ",https://international.ucr.edu/students/new-students-faq
International Affairs,The World at UCR,https://international.ucr.edu/document/california-540nr-example
International Affairs,The World at UCR,https://international.ucr.edu/document/sample-financial-support-letter
International Affairs,The World at UCR,https://international.ucr.edu/document/authorized-early-withdrawal-request-form-fillable
International Affairs,The World at UCR,https://international.ucr.edu/document/program-extension-form
International Affairs,The World at UCR,https://international.ucr.edu/document/reduced-course-load-form-fillable
International Student Orientation,"Welcome to UCR! We are excited to have you join our Highlander community at UC Riverside. Orientation details for all students will be sent to your UCR email account (called R'Mail), so please check that account regularly.",https://international.ucr.edu/students/orientation
International Affairs,The World at UCR,https://international.ucr.edu/document/new-i-20-and-ds-2019-request-form
International Affairs,The World at UCR,https://international.ucr.edu/document/personal-record-form-fillable
International Affairs,The World at UCR,https://international.ucr.edu/document/sevis-ucr-transfer
International Affairs,The World at UCR,https://international.ucr.edu/document/intro-non-resident-taxes-presentation
International Affairs,The World at UCR,https://international.ucr.edu/document/sprintax-tax-instructions-students
International Affairs,The World at UCR,https://international.ucr.edu/document/j-1-social-security-verification-form
International Affairs,The World at UCR,https://international.ucr.edu/document/f-1-social-security-verification-form
International Affairs,The World at UCR,https://international.ucr.edu/document/iso-winter-glance-schedule
International Affairs,The World at UCR,https://international.ucr.edu/document/academic-training-request-form
International Affairs,The World at UCR,https://international.ucr.edu/document/stem-opt-reporting-form
International Affairs,The World at UCR,https://international.ucr.edu/document/stem-opt-tutorial
International Affairs,The World at UCR,https://international.ucr.edu/document/stem-opt-extension-application-checklist
International Affairs,The World at UCR,https://international.ucr.edu/document/stem-opt-ucr-sample-form-i-983
International Affairs,The World at UCR,https://international.ucr.edu/document/opt-application-checklist-online-and-paper
International Affairs,The World at UCR,https://international.ucr.edu/document/opt-request-form
International Affairs,The World at UCR,https://international.ucr.edu/document/opt-tutorial
International Affairs,The World at UCR,https://international.ucr.edu/document/stem-opt-ucr-sample-form-i-765
International Affairs,The World at UCR,https://international.ucr.edu/document/opt-reporting-requirements-next-steps-after-12-month-opt-approval
International Affairs,The World at UCR,https://international.ucr.edu/document/sample-letter-and-information-cpt-employer
Budget Plans and Reports,The Education Abroad office submits an annual report summarizing how HAR funds are used. HAAC members review and vote on any changes to the original budget plan and any proposed use of carry-forward funds. This information is also reflected in the HAF Annual Report.   HAAC Annual Report for academic year 2019 - 2020,https://international.ucr.edu/abroad/haf/budget
International Affairs,The World at UCR,https://international.ucr.edu/document/cpt-request-form
Highlander Abroad Referendum Overview,"  In the Spring of 2019 the student body of the University of California, Riverside (UCR) approved implementation of a Highlander Abroad Referendum (HAR) fee of $2.00 per quarter (Fall, Winter, Spring, and Summer) for all undergraduate students in support of expenses related to learning abroad, less the “return to aid” portion (25% or $.50 per student/per quarter off the top). HAR went into effect Fall 2019 and is subject to reaffirmation by the student body every five years. Allocation and Governance ",https://international.ucr.edu/abroad/haf
Highlander Abroad Advisory Committee,"*/ /*-->*/ The Highlander Abroad Advisory Committee (HAAC) decides how the HAR funds should be allocated. Members work closely with Education Abroad office, voting for budget plan proposals that will best serve UCR’s student body.",https://international.ucr.edu/abroad/haf/committee
International Affairs,The World at UCR,https://international.ucr.edu/document/f-1-employment-options-workshop-and-cpt-process
Education Abroad Frequently Asked Questions,*/,https://international.ucr.edu/abroad/faq
Stories from Abroad,"*/ /*-->*/ Stories From Abroad Education Abroad is your gateway to the world! UCR students just like you participate in our international programs. They take classes, have internships, conduct research, learn languages, volunteer and work around the world. Experiencing life in another culture and building new skills helps UCR graduates become more competitive in their career search.",https://international.ucr.edu/abroad/stories
UC Staff & Faculty Resources,"Welcome to UCR Education Abroad! We are committed to working with you to deliver the highest-caliber international experiences to all UC students.  To keep things as streamlined as possible, we group education abroad opportunities into three types:",https://international.ucr.edu/abroad/uc-staff
Politics and Pop Culture: Laura's American Experience,Laura Gimenez Anglada Visiting UCEAP Recip,https://international.ucr.edu/ea-highlights/spring2022/UCEAP-UCR-Laura
"Living History: Karen Explore Italian Language, Art, and Culture in Rome",Karen Rojas Major: Psychology,https://international.ucr.edu/ea-highlights/spring2022/UCEAP-Rome-Karen
Karsten Fields Receives 2022 Global Citizen Award,Karsten Fields Major: Computer Science,https://international.ucr.edu/ea-highlights/spring2022/karsten-fields-2022-global-citizen-award
California Dreaming: Sukan's adventures in the Golden State,Sukan Suksawang Visiting UCEAP Reciprocity,https://international.ucr.edu/ea-highlights/spring2022/UCEAP-UCR-Sukan
Resources for Family and Friends,*/ /*-->*/ A Note to Family and Parents Congratulations to your student for deciding to learn abroad! ,https://international.ucr.edu/abroad/friends-family
Education Abroad Alumni,*/,https://international.ucr.edu/abroad/abroad-alumni
International Affairs,The World at UCR,https://international.ucr.edu/ea-highlights
Get Ready to Travel,*/   Congratulations on being accepted to an education abroad program! The next couple of months will be an exciting and active time as you get ready to travel. Please read the section below. The resources and instructions listed are important ways for you to prepare for your time abroad. ,https://international.ucr.edu/abroad/get-ready
What to Do While Abroad,"*/ We hope you are enjoying yourself!  Please keep in mind your safety, priorities, and responsibilities while abroad. Check this page for updates and announcements that may affect you.   Questions? We’re here for you. Please reach out. By Email: educationabroad@ucr.edu  ",https://international.ucr.edu/abroad/while-abroad
Education Abroad Scholarships,"*/ /*-->*/ Applying to multiple scholarships increases your chances of receiving funding. While each scholarship has its own level of competitiveness, all have the same goal of helping students to learn, intern or work abroad. We encourage you to read each website carefully for eligibility, application instructions, and deadlines.",https://international.ucr.edu/abroad/scholarship
Finances,*/ /*-->*/ Paying for Your Education Abroad Experience Did you know that in some cases learning abroad can be less expensive than staying on campus?,https://international.ucr.edu/abroad/financial
Program Overviews,"*/ /*-->*/ Three Program Types, with hundreds of programs to choose from!   Learn abroad with your UCR professor, taking UCR courses on a global stage through a Faculty Led Education Abroad Program (FLEAP), participate in the UC systemwide network through (UCEAP), or find additional options through the Opportunities Abroad Program (OAP).",https://international.ucr.edu/abroad/overview
ProQuest ETD FAQs,All Dissertations and Theses completed by UCR graduate students are submitted to and published by ProQuest.  You'll be asked to create an account and fill out several screens of information after logging into the ETD site.  Please read the instructions on the first page and make use of the Resources and Guidelines tab if necessary.  Below you will find some general information and common questions about this site.,https://graduate.ucr.edu/proquest-etd-faqs
International Education Week 2022,"UC Riverside is a vibrant global community leading positive change in every direction. Join us for International Education Week 2022! Through cultural and educational programs, social events, and dynamic discussions of complex global issues, International Education Week at UCR will celebrate our global connections, share our international stories, and expand our cultural awareness of UCR’s growing international community.",https://international.ucr.edu/IEW2022
APRU Virtual Student Exchange (VSE) Program,"The APRU Virtual Student Exchange (VSE) Program, led by The Chinese University of Hong Kong, makes international education accessible by allowing students to take academic courses and participate in co-curricular programs without the need to leave home. It opens up international education for all students by providing an immersive virtual student exchange experience through digital technologies and platforms and creating encounters with new ideas, cultures, experts, academics and students from around the world. Through collaboration with APRU VSE Program, UCR is offering a special 10-week series of workshops on ""Studying and Living in an American Research University."" Students will learn about the American university system, behaviors and expectations in the classroom, employment options and career development, leadership opportunities and collaboration on campus, the basics of American culture and adjusting to new cultural environments, and other useful information to help them be successful when they study in the U.S.",https://international.ucr.edu/apru-virtual-student
Education Abroad,"*/ /*-->*/ Education Abroad Education Abroad provides UCR students a gateway to high-quality international opportunities, offered through academic coursework, experiential learning, immersion to cultivate intercultural understanding and collaboration.",https://international.ucr.edu/abroad
International Affairs Recognition Awards,"International Affairs Recognition Awards The annual International Affairs Recognition Awards were created to recognize exceptional students, scholars, faculty, and staff who have had a significant impact on the international community at UCR. Their contributions help enrich the international experience at UCR and enhance UCR's global engagement.  ",https://international.ucr.edu/recognition-awards
Apply,"Graduate school is a big commitment on your part, so choosing the right graduate program is an important decision. Explore the 50+ graduate programs offered at Riverside. Talk to our graduate programs' coordinators and faculty to see if this will be the right fit for you. We understand that applying involves coordinating and providing the required application materials, so feel free to use the below information and links to help you build your graduate application to UCR.  ",https://graduate.ucr.edu/apply
Our Partners,"Our extensive partner network helps us make sure we can give our students the best opportunities to go abroad and make the most of their experience while they’re here at UCR. To learn more about our partners, click on the tabs below. UCR partners with key research institutions around the world. Visit this site to search the MOU database. ",https://international.ucr.edu/about/partners
International Student Forms,*/ /*-->*/ Orientation and Arrival,https://international.ucr.edu/students/forms
What We Do,"Our Vision   Our vision is to enhance UCR’s position as an outstanding public research university by building a vibrant community where global knowledge, peoples, ideas, and skills are constantly evolving. We believe international experiences are essential to professional and personal success in our increasingly global society.  Learn more about our strategic international goals  ",https://international.ucr.edu/about
Graduate Division,Promoting Graduate Education,https://graduate.ucr.edu/document/ase-sample-appt-letter
Welcome to UCR International Affairs!, ,https://international.ucr.edu/about/welcome
Programming,"The Research Ethics Education Program of the Graduate Division offers several options for education and training in research ethics/responsible conduct of research for graduate students, post-docs, and faculty.",https://graduate.ucr.edu/research-ethics/programming
International Affairs,The World at UCR,https://international.ucr.edu/document/ea-health-safety-handbook
Returning & Continuing Students,"Check with your graduate program for eligibility requirements and program details prior to submitting an online application for any of the returning or continuing application options. Leave of Absence To request a leave of absence from graduate studies for 1 - 3 quarters, log into R'Grad to access the Leave of Absence form.",https://graduate.ucr.edu/returning-continuing-students
Deadlines,"If you are not familiar with when each quarter begins at UCR, please see the quarters available. As some programs are Fall only, we encourage you to visit our Graduate Program page. Select the program name to see the application closure deadlines. Updating your term is not an option after submission.  ",https://graduate.ucr.edu/deadlines
International Education Week 2020,"International Education Week is coming up and all UCR students, faculty, staff, alumni and friends of UCR are invited to join us for a series of events that celebrate international education, our international community, and UCR's international activity.  ",https://international.ucr.edu/IEW2020
International Education Week 2021,"For International Education Week 2021, UCR will continue to Zoom Around the World! Join us for a series of events to help you connect with our international community and explore program options to expand your own international education experience at UCR:",https://international.ucr.edu/IEW2021
